EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
114738,20,6.18,3,Marketing,Female,No,No,1,Sales Executive,Divorced,6,16667,10,2,High,0,1,Low,0,7.6,0.61,3,Yes,Product
114739,22,7.78,4,Human Resources,Female,No,Yes,3,Healthcare Representative,Married,4,16667,24,2,Medium,0,3,High,0,5.2,0.46,2,Yes,Service
114740,31,6.18,4,Human Resources,Male,Yes,Yes,4,Human Resources,Divorced,6,16667,24,4,Low,1,1,High,0,6.2,,3,No,Service
114741,29,7,5,Life Sciences,Female,Yes,Yes,4,Research Scientist,Single,1,50000,21,4,Very Low,4,4,Low,1,3.5,0.22,1,Yes,Service
114742,48,10.11,4,Human Resources,Male,Yes,Yes,2,Manufacturing Director,Married,7,100000,13,4,Low,8,4,High,1,6.2,0.58,4,No,Product
114743,48,7.81,3,Human Resources,Male,Yes,No,3,Human Resources,Single,4,225000,22,2,Very Low,8,2,High,0,8.2,0.64,2,No,Service
114744,20,6.8,3,Medical,Female,No,Yes,3,Human Resources,Divorced,4,16667,8,2,High,1,2,Medium,1,4.1,0.35,3,No,Service
114745,54,6.29,4,Life Sciences,Female,No,No,1,Sales Executive,Single,2,341667,18,2,Low,22,3,Medium,,3.9,,2,No,Service
114746,44,8.04,5,Technical Degree,Male,No,Yes,1,Research Director,Single,,75000,14,4,Very High,3,4,High,1,9.1,0.82,4,No,Service
114747,,6.73,5,Technical Degree,Female,Yes,Yes,1,Research Director,Divorced,1,208333,14,1,Very Low,10,3,Low,4,4.3,0.28,0,No,Service
114748,54,8.16,4,Technical Degree,Female,No,No,2,Research Director,Married,7,75000,16,3,Low,6,4,,6,10,1,3,Yes,Product
114749,60,6.41,4,Human Resources,Male,No,Yes,4,Research Director,Married,2,308333,16,4,High,18,1,Medium,18,1.8,0.13,2,No,Service
114750,53,7.81,5,Other,Female,Yes,Yes,4,Research Director,Single,3,166667,25,4,Very Low,11,2,High,6,4.9,0.26,1,No,Service
114751,20,7.38,1,Technical Degree,Male,No,No,1,Research Scientist,Married,6,33333,21,2,Very High,0,3,High,0,7.9,0.58,3,No,Service
114752,33,7.99,3,Marketing,Male,No,No,3,Laboratory Technician,Married,5,8333,22,4,Very High,0,4,Medium,0,6.8,0.53,2,No,Product
114753,25,7.69,3,Marketing,Male,No,Yes,1,Sales Representative,Single,7,66667,13,2,Very High,3,3,Low,0,6.7,0.62,4,No,Product
114754,29,7.89,5,Human Resources,,No,Yes,3,Manufacturing Director,Divorced,4,58333,13,1,Low,2,3,High,0,,0.29,2,Yes,Product
114755,19,6.49,1,Other,Male,Yes,No,3,Manager,Married,3,25000,23,2,High,1,4,Low,0,3.7,0.18,1,No,Service
114756,60,6.02,2,Technical Degree,Male,No,Yes,4,Research Scientist,Single,7,258333,24,3,Very Low,10,1,High,4,9.2,0.78,2,No,Service
114757,45,6.97,5,Marketing,Male,No,Yes,1,Manufacturing Director,Married,6,33333,20,3,Very High,0,1,High,0,6.8,0.58,2,No,Service
114758,21,6.33,2,Life Sciences,Female,No,Yes,4,Laboratory Technician,Married,5,25000,12,4,Low,0,1,High,0,7.5,0.59,2,Yes,Product
114759,32,7.31,1,Marketing,Female,No,Yes,4,Manufacturing Director,Single,4,66667,24,4,High,4,1,Medium,2,7.3,0.52,2,No,Product
114760,18,8.51,2,Marketing,Male,No,No,2,Research Scientist,Divorced,5,16667,11,2,Very High,0,3,High,0,7.7,0.64,3,Yes,Service
114761,53,7.39,1,Medical,Male,No,No,4,Manufacturing Director,Married,8,1080,14,2,High,0,2,Low,0,,0.82,5,No,Product
114762,,7.08,5,Human Resources,Female,No,Yes,3,Healthcare Representative,Single,8,8333,11,1,Very Low,0,4,Low,0,,0.77,4,Yes,Product
114763,,7.99,5,Marketing,Female,No,Yes,4,Human Resources,Married,7,175000,15,1,Very High,7,1,Medium,2,8.3,0.73,3,No,Service
114764,20,8,3,Medical,Male,Yes,No,2,Sales Representative,Single,3,1037,12,2,Very High,0,1,High,0,5.3,0.3,0,No,Service
114765,,7.7,3,Marketing,Female,Yes,Yes,3,Manufacturing Director,Single,7,33333,22,3,Very High,2,3,,1,8.6,0.87,3,Yes,Product
114766,47,10.38,4,Medical,Male,Yes,Yes,4,Research Scientist,Married,2,191667,14,3,Low,8,2,Low,7,5,0.33,1,Yes,Service
114767,23,2.02,2,Marketing,Female,Yes,No,1,Manager,Married,4,33333,15,4,Very High,2,4,Low,1,5.5,0.43,3,Yes,Service
114768,,6.91,3,Technical Degree,Female,Yes,Yes,2,Laboratory Technician,Single,7,16667,23,2,Medium,0,2,Low,0,7.3,0.52,3,No,Product
114769,21,6.73,1,Technical Degree,Female,Yes,No,4,Healthcare Representative,Single,1,75000,20,1,High,3,2,High,2,2.8,0.23,1,Yes,Service
114770,59,10.99,1,Marketing,Female,Yes,Yes,1,Human Resources,Divorced,,6000000,15,2,Very High,34,1,High,8,7.7,0.7,2,Yes,Service
114771,42,7.98,2,Technical Degree,Female,Yes,No,3,Sales Representative,Divorced,7,216667,20,2,Low,17,3,Low,8,6.1,0.56,3,Yes,Product
114772,60,8.09,2,Marketing,Male,No,No,4,Manager,Single,4,591667,9,2,Very Low,32,1,High,24,4.7,0.42,2,No,Product
114773,26,6.92,2,Life Sciences,Female,Yes,Yes,2,Manufacturing Director,Married,1,58333,7,4,Very High,4,3,High,4,4,0.24,0,Yes,Service
114774,35,9.98,3,Technical Degree,Male,No,Yes,4,Sales Representative,Divorced,6,225000,14,3,Medium,14,4,Medium,2,8.5,0.68,3,No,Product
114775,41,6.28,1,Medical,Female,Yes,No,1,Laboratory Technician,Married,1,225000,24,1,High,12,3,Low,8,1.9,0.04,1,No,Service
114776,39,9.11,4,Marketing,Female,Yes,No,2,Research Scientist,Divorced,2,208333,16,2,Medium,12,4,Low,12,4.5,0.29,2,Yes,Service
114777,23,6.17,3,Other,Male,Yes,No,3,Sales Executive,Single,8,16667,9,2,Medium,0,4,Medium,0,10,0.92,4,Yes,Product
114778,40,7.67,5,Medical,,Yes,No,2,Laboratory Technician,Married,3,200000,23,4,Very Low,8,3,High,3,5.1,0.26,2,Yes,Service
114779,49,5.99,5,Medical,Female,No,No,3,Research Director,Married,,425000,22,2,Very High,26,1,High,12,7.3,0.73,4,No,Service
114780,28,6.45,5,Other,Male,No,,3,Laboratory Technician,Single,3,66667,13,3,Low,3,4,Low,2,6.2,0.5,2,No,Product
114781,53,2.2,4,Life Sciences,Male,No,No,4,Research Director,Single,7,275000,8,1,Very Low,20,2,Medium,12,6.6,0.58,4,Yes,Service
114782,38,6.83,5,Technical Degree,Male,Yes,Yes,3,Human Resources,Divorced,1,41667,21,1,High,3,2,Medium,0,3.6,0.26,0,No,Product
114783,58,9.12,3,Life Sciences,Female,No,Yes,4,Healthcare Representative,Divorced,3,275000,21,4,Medium,19,2,,9,4.8,0.44,1,Yes,Service
114784,37,6.39,4,Life Sciences,,No,Yes,4,Manufacturing Director,Divorced,4,216667,19,3,High,11,3,Low,8,6.3,0.51,1,No,Service
114785,48,7.77,4,Technical Degree,Male,No,Yes,4,Healthcare Representative,Married,2,141667,16,4,Low,11,3,Medium,10,4.9,,2,No,Service
114786,49,7.51,4,Technical Degree,Male,No,Yes,2,Research Scientist,Divorced,4,233333,10,3,Low,15,3,High,13,7,0.52,2,Yes,Product
114787,40,8.07,3,Human Resources,Female,Yes,Yes,2,Research Director,Married,5,250000,20,3,High,18,1,High,4,5.3,,3,No,Service
114788,24,7.06,4,Human Resources,Female,Yes,No,3,Manager,Married,4,25000,24,3,Very High,2,4,High,0,4.4,0.38,3,No,Service
114789,21,6.52,2,Human Resources,Female,Yes,No,2,Laboratory Technician,Married,3,41667,23,4,Medium,2,3,Low,1,4,0.3,1,Yes,Service
114790,35,6.11,2,Medical,Female,No,Yes,4,Manufacturing Director,Divorced,10,100000,9,2,High,4,1,High,3,10,1,5,Yes,Service
114791,20,7.61,3,Technical Degree,Male,No,Yes,3,Research Director,Divorced,2,58333,11,1,Very High,2,3,Low,2,4.8,0.41,1,No,Service
114792,34,8.72,1,Medical,Male,Yes,No,3,Manager,Married,6,133333,18,4,Very Low,5,1,High,1,5.8,0.5,4,No,Product
114793,47,7.59,5,Medical,Male,Yes,No,4,Healthcare Representative,Divorced,2,100000,13,2,Low,4,1,Low,1,,0.31,1,No,Service
114794,57,10.9,2,Other,Female,No,Yes,2,Sales Representative,Divorced,,375000,19,4,Very High,25,2,Medium,20,2.9,,1,No,Service
114795,30,6.59,1,Marketing,Female,Yes,No,3,Healthcare Representative,Divorced,5,50000,21,4,Low,4,4,Medium,0,7.1,0.49,3,Yes,Service
114796,22,7.77,1,Other,Male,Yes,No,2,Sales Executive,Married,4,16667,19,3,Very High,0,1,,0,4.1,0.31,1,No,Service
114797,23,2,1,Technical Degree,Male,Yes,Yes,3,Research Scientist,Divorced,5,25000,25,3,Medium,0,1,Medium,0,5.3,0.48,3,No,Service
114798,55,9.08,2,Human Resources,Female,No,Yes,4,Sales Representative,Single,4,1102,22,2,Low,0,3,Low,0,6.2,0.55,2,No,Service
114799,22,6.45,1,Technical Degree,Female,Yes,Yes,4,Research Director,Divorced,8,1043,12,4,Very High,0,3,Medium,0,9.7,0.83,4,No,Service
114800,52,10.4,1,Medical,Female,Yes,Yes,4,Manufacturing Director,Single,3,316667,24,1,Medium,21,3,High,6,4.2,0.24,2,No,Product
114801,36,6.71,4,Medical,Female,Yes,Yes,1,Research Director,Divorced,2,175000,16,2,High,8,2,Low,7,2.9,0.14,2,No,Product
114802,57,6.24,5,Other,Male,No,Yes,4,Human Resources,Married,9,300000,24,1,Very High,18,4,High,12,10,0.93,4,Yes,Product
114803,49,8.8,5,Medical,Male,No,Yes,3,Human Resources,Divorced,6,208333,20,1,High,13,1,Medium,5,5.6,0.52,3,No,Service
114804,58,6.41,4,Human Resources,Female,No,Yes,1,Human Resources,Divorced,7,575000,14,4,Very Low,29,1,Medium,18,7.4,0.75,3,No,Product
114805,39,6.01,1,Medical,Male,No,No,1,Human Resources,Married,,125000,9,4,Medium,9,3,High,9,,0.44,3,Yes,Service
114806,36,8.88,3,Human Resources,Male,Yes,Yes,1,Healthcare Representative,Divorced,1,66667,13,3,High,5,3,High,5,3.3,0.2,0,Yes,Service
114807,48,9.99,1,Technical Degree,Female,Yes,No,2,Manager,Divorced,6,408333,15,1,Very High,23,2,High,2,6.5,0.41,3,Yes,Service
114808,26,8.59,3,Life Sciences,Male,Yes,Yes,1,Manager,Divorced,2,100000,8,3,Low,4,1,Medium,1,4.5,0.26,1,Yes,Product
114809,60,7.83,3,Technical Degree,,No,No,4,Manufacturing Director,Single,5,416667,13,4,Low,22,4,Medium,19,5,0.38,3,No,Product
114810,,6.6,1,Life Sciences,Male,Yes,No,1,Sales Executive,Married,3,7000000,9,1,Low,35,1,Low,10,4.5,0.32,1,No,Product
114811,29,9.13,3,Medical,Male,No,No,3,Sales Executive,Married,7,83333,20,2,Very High,6,3,Medium,4,7.8,0.77,3,No,Service
114812,56,6.52,2,Marketing,Female,Yes,No,3,Research Director,Single,3,308333,9,2,Medium,17,4,High,8,3.6,0.16,2,Yes,Service
114813,45,8.59,3,Medical,Male,No,Yes,2,Healthcare Representative,Married,1,291667,24,1,Very Low,18,3,Low,9,0,0,0,No,Service
114814,31,10.5,3,Medical,Male,Yes,Yes,2,Sales Executive,Single,4,116667,21,3,Low,7,1,High,2,6.3,0.5,3,No,Service
114815,38,6.17,3,Other,Male,Yes,Yes,3,Research Scientist,Divorced,4,25000,11,3,Low,0,3,Low,0,4.4,0.34,3,No,Product
114816,40,6.71,3,Technical Degree,Male,Yes,No,1,Sales Executive,Divorced,1,291667,7,2,Very Low,14,3,Low,12,1.6,0.04,0,No,Service
114817,43,9.01,5,Marketing,Male,Yes,Yes,3,Healthcare Representative,Divorced,4,16667,21,1,Very Low,1,2,Low,0,4.5,0.36,2,No,Service
114818,,7.18,5,Marketing,Female,Yes,Yes,4,Human Resources,Divorced,5,241667,23,1,Medium,10,2,Low,6,4.6,0.4,3,No,Product
114819,28,7.12,4,Medical,Male,No,Yes,3,Research Director,Divorced,6,166667,14,1,Very Low,6,2,Low,0,6.2,0.56,2,No,Service
114820,27,7.71,3,Human Resources,Female,Yes,No,3,Manufacturing Director,Divorced,5,33333,19,3,High,0,2,Medium,0,5.6,0.47,3,No,Product
114821,42,6.6,5,Other,Female,No,Yes,3,Sales Representative,Single,2,75000,20,3,High,3,3,High,0,,0.2,1,No,Product
114822,48,6.41,3,Human Resources,Male,No,Yes,1,Sales Executive,Divorced,7,75000,21,3,Very Low,3,1,Low,0,7,0.68,3,Yes,Product
114823,34,9.01,1,Life Sciences,Male,Yes,Yes,4,Research Director,Married,2,83333,19,3,Low,5,4,Low,2,5.6,0.42,1,No,Service
114824,34,6.19,5,Marketing,Female,No,Yes,1,Research Director,Married,2,33333,14,4,Very Low,2,2,Medium,2,2.5,0.19,0,No,Service
114825,22,5.98,2,Human Resources,,No,Yes,2,Research Scientist,Divorced,5,25000,9,1,Very Low,0,2,Medium,0,,0.4,3,No,Product
114826,39,7.52,2,Life Sciences,Male,No,Yes,3,Human Resources,Divorced,6,200000,12,1,Medium,7,4,High,3,6.6,0.64,3,No,Service
114827,25,6.08,2,Other,Male,No,No,1,,,8,16667,9,3,High,1,3,Medium,0,8,0.81,3,Yes,Service
114828,24,6.29,5,Life Sciences,Male,Yes,No,1,Research Scientist,Married,4,83333,21,3,Medium,3,2,Low,3,7.3,0.69,2,No,Service
114829,36,10.43,1,Human Resources,Female,No,Yes,2,Sales Executive,Married,2,116667,14,4,Very Low,4,2,High,1,4.2,0.2,2,No,Service
114830,32,9.6,4,Other,Male,No,No,3,Manager,Single,6,258333,15,1,Very High,9,3,Low,7,5.8,0.53,2,No,Service
114831,53,7.17,1,Medical,Female,Yes,Yes,2,Research Director,Single,3,108333,10,3,High,8,1,High,6,6.7,0.47,1,No,Service
114832,50,6.7,4,Life Sciences,Male,No,No,1,Research Director,Married,7,16667,20,1,Very High,0,4,Low,0,7.4,,3,Yes,Service
114833,38,7.89,2,Technical Degree,Female,No,Yes,2,Manufacturing Director,Single,7,241667,15,3,High,10,2,Medium,0,9.2,0.8,3,No,Product
114834,23,9.91,5,Technical Degree,Male,No,Yes,1,Sales Representative,Divorced,,58333,17,4,Very High,2,2,,2,,0.3,2,Yes,Service
114835,24,6.39,5,Medical,Male,No,Yes,2,Sales Representative,Single,3,33333,23,1,Very High,,4,High,0,5.8,0.36,1,,Product
114836,28,7.79,5,Technical Degree,Male,No,Yes,4,Sales Executive,Married,7,75000,22,3,Low,5,2,Medium,4,,0.69,4,No,Service
114837,56,7.92,4,Marketing,Female,No,No,2,Manager,Divorced,,366667,9,2,Low,23,3,Low,10,3,,1,No,Product
114838,55,7.08,1,Life Sciences,Female,Yes,Yes,2,Laboratory Technician,Single,6,341667,10,2,Very Low,20,3,High,10,7.2,0.53,3,No,Service
114839,58,10.27,2,Human Resources,Male,Yes,Yes,3,Sales Representative,Divorced,7,200000,16,4,Very High,10,4,Medium,6,7.1,0.67,3,No,Product
114840,42,7.71,3,Marketing,Male,Yes,No,2,Healthcare Representative,Single,2,133333,12,2,High,6,1,High,5,3,,0,No,Service
114841,27,9.61,1,Marketing,Male,No,Yes,1,Laboratory Technician,Divorced,4,133333,11,2,High,5,1,High,4,6,0.43,2,Yes,Product
114842,33,7.59,2,Technical Degree,Female,No,Yes,4,Manufacturing Director,Divorced,1,208333,9,4,Very High,11,4,High,3,,0.23,1,Yes,Service
114843,,6.01,2,Other,Male,No,Yes,1,Healthcare Representative,Married,4,158333,7,4,Low,6,2,High,4,6.2,0.42,2,No,Product
114844,32,6.82,5,Human Resources,Male,No,No,3,Laboratory Technician,Single,5,100000,23,2,Medium,5,1,Low,3,7.7,0.57,2,No,Service
114845,21,7.1,1,Marketing,Female,Yes,,2,Laboratory Technician,Single,3,66667,18,2,Very High,3,2,Medium,0,3.9,0.29,2,Yes,Service
114846,27,6.37,5,Medical,Female,No,Yes,1,Human Resources,Divorced,4,50000,16,2,Very Low,4,4,High,3,5.2,0.4,1,No,Service
114847,20,10.62,3,Marketing,Female,Yes,No,3,Laboratory Technician,Divorced,5,41667,16,1,Very Low,2,2,Medium,1,5.7,0.46,3,Yes,Product
114848,19,7.25,4,Human Resources,Female,No,Yes,1,Research Director,Divorced,8,33333,14,1,Very High,0,4,High,0,6.6,0.54,4,No,Service
114849,38,7.42,4,Technical Degree,Female,No,No,1,Sales Executive,Single,3,191667,12,2,Very Low,7,2,Medium,0,5.5,0.38,1,No,Service
114850,58,8.19,5,Human Resources,Male,Yes,No,1,Research Scientist,Married,9,108333,9,1,Very High,5,3,High,3,8.2,0.81,5,No,Service
114851,36,8.16,5,Other,Female,No,Yes,4,Laboratory Technician,Married,6,66667,25,4,Very Low,3,1,High,0,7.1,0.67,2,Yes,Product
114852,56,5.98,2,Life Sciences,Female,Yes,No,4,Manager,Divorced,5,275000,13,2,Low,19,2,High,11,4.4,0.3,2,Yes,Service
114853,41,7.8,3,Technical Degree,Male,No,Yes,1,Healthcare Representative,Divorced,8,175000,12,4,Very High,14,2,High,5,8.7,,4,No,Service
114854,58,9.95,3,Life Sciences,Male,Yes,No,1,Human Resources,Divorced,3,333333,19,3,High,26,1,Low,17,5.5,0.34,1,Yes,Service
114855,23,6.41,2,Medical,Male,No,No,3,Research Director,Single,6,33333,21,3,High,0,4,Medium,0,5.9,0.55,3,Yes,Product
114856,18,7.17,1,Marketing,Male,No,Yes,4,Human Resources,Married,4,25000,19,1,Very High,0,4,Low,0,5.8,0.54,1,No,Product
114857,,10.4,4,Life Sciences,Female,Yes,No,3,Manufacturing Director,Divorced,4,375000,18,1,High,21,2,Medium,2,3.8,0.32,2,No,Product
114858,,10.98,1,Life Sciences,Male,Yes,Yes,4,Manager,Single,4,300000,9,2,Very Low,21,3,High,18,4.3,0.35,2,No,Product
114859,18,6.88,5,Medical,Female,Yes,Yes,3,Research Director,Single,3,33333,23,4,Very High,0,2,Medium,0,4.6,0.27,2,No,Service
114860,28,7.4,2,Technical Degree,Female,Yes,No,4,Manager,Married,3,75000,10,1,High,5,4,Low,1,5.3,,2,No,Service
114861,29,2.07,5,Other,Female,No,Yes,1,Healthcare Representative,Divorced,3,108333,9,1,Very Low,7,3,Low,1,5.4,0.36,2,No,Product
114862,47,7.41,2,Other,Male,No,Yes,3,Manufacturing Director,Divorced,6,266667,19,3,Very High,17,2,Low,14,,0.65,4,No,Service
114863,37,7.2,1,Medical,Female,Yes,Yes,4,Research Director,Divorced,2,200000,24,4,Very High,16,4,Medium,3,2.7,0.16,1,No,Service
114864,57,6.19,5,Marketing,Female,No,No,4,Research Director,Married,6,325000,24,1,Medium,26,1,Low,9,5.4,0.43,3,No,Service
114865,38,6.02,2,Medical,Female,No,No,1,Healthcare Representative,Single,8,50000,16,1,Very High,2,3,High,2,7.6,0.71,3,No,Service
114866,27,6.03,4,Medical,Female,Yes,No,2,Research Director,Married,1,25000,17,4,Medium,1,1,Medium,0,2.7,0.16,0,No,Service
114867,44,6.81,2,Other,Female,Yes,Yes,3,Healthcare Representative,Single,1,91667,24,4,Low,7,4,Low,5,0.4,0.05,0,No,Service
114868,37,10.78,1,Other,Female,Yes,No,4,Manager,Single,3,1062,16,4,Very High,0,4,,0,3.8,0.3,2,Yes,Product
114869,54,7.62,2,Life Sciences,Female,Yes,No,3,Healthcare Representative,Single,4,391667,11,3,High,30,4,Low,9,6.2,0.49,3,No,Service
114870,29,10.29,4,Human Resources,Male,Yes,Yes,4,Sales Representative,Married,7,25000,15,3,Very Low,0,3,Medium,0,7.8,0.78,3,Yes,Product
114871,31,7.62,3,Other,Male,No,No,4,Healthcare Representative,Divorced,2,125000,21,2,High,10,3,Medium,1,0.1,0.03,1,No,Product
114872,26,9.81,3,Marketing,Male,Yes,No,2,Manager,Married,4,25000,16,2,Very High,1,3,High,0,,0.52,1,Yes,Product
114873,45,10.9,1,Medical,Male,No,Yes,2,Human Resources,Married,7,225000,24,4,Very Low,14,3,High,3,6.7,0.6,4,Yes,Product
114874,42,6.82,2,Technical Degree,Female,Yes,No,4,Human Resources,Divorced,1,266667,8,1,Very High,15,2,Low,5,,0.08,0,No,Product
114875,28,10.09,4,Marketing,Male,No,No,2,Laboratory Technician,Single,5,75000,21,2,Very Low,3,4,High,2,7.7,0.58,2,No,Product
114876,60,7.17,2,Marketing,,Yes,Yes,1,Manager,Married,5,7910667,8,1,Medium,38,1,High,32,7.2,0.6,2,Yes,Service
114877,30,9.7,3,Medical,Male,No,Yes,1,Manager,Divorced,6,225000,8,1,Very High,,1,Low,8,5.5,0.46,3,,Product
114878,53,6.47,5,Other,Male,No,Yes,4,Healthcare Representative,Single,7,75000,23,4,Very Low,4,4,,1,6.7,0.58,3,Yes,Product
114879,57,7.72,4,Human Resources,Male,Yes,Yes,2,Manager,Single,1,383333,22,4,Very Low,22,3,Medium,17,0.8,0.05,0,Yes,Service
114880,57,8.91,5,Human Resources,Female,Yes,Yes,2,Human Resources,Married,8,241667,18,2,Medium,15,4,Medium,12,8,0.67,4,No,Service
114881,27,18.03,2,Life Sciences,Female,No,No,1,Research Scientist,Single,5,58333,19,3,Low,3,3,Low,0,5.7,0.48,2,No,Service
114882,30,6.46,4,Other,Female,Yes,Yes,1,Research Director,Divorced,2,83333,9,4,Very High,3,3,Medium,1,3.8,0.24,1,No,Product
114883,47,9.59,1,Human Resources,Female,Yes,No,3,Research Scientist,Divorced,4,375000,23,4,Very High,25,1,Low,10,6.4,0.4,2,Yes,Product
114884,54,6.73,3,Life Sciences,Male,Yes,,3,Manufacturing Director,Married,4,433333,17,2,High,22,3,Medium,9,3.9,0.33,2,No,Product
114885,36,10.41,3,Other,Male,Yes,Yes,4,Sales Executive,Single,4,200000,22,2,High,9,3,Low,9,6.1,0.47,2,No,Product
114886,55,7.09,2,Medical,Male,Yes,Yes,2,Manufacturing Director,Married,6,100000,10,4,Very High,4,4,Medium,4,6.6,0.48,3,Yes,Service
114887,56,7.88,5,Human Resources,Female,No,No,3,,,2,508333,9,4,Low,31,2,Low,,3.8,0.29,2,No,Service
114888,38,7.81,3,Marketing,Female,No,Yes,1,,Single,6,283333,20,2,Very High,16,4,High,6,6.3,0.61,3,Yes,Service
114889,40,8.8,5,Human Resources,Female,No,Yes,2,Human Resources,Single,3,50000,17,4,Low,3,4,Low,0,4.7,0.28,1,Yes,Product
114890,55,6.11,1,Technical Degree,Female,Yes,No,1,Manufacturing Director,Divorced,4,541667,16,2,Low,31,4,High,12,6.2,0.46,1,Yes,Product
114891,33,6.99,5,Marketing,Male,Yes,No,1,Research Director,Married,7,208333,17,1,High,9,2,Low,1,7.3,0.71,4,No,Service
114892,,6.22,4,Marketing,Male,Yes,No,3,Manager,Married,2,16667,25,3,High,1,1,Low,1,4.1,0.33,1,No,Service
114893,39,6.21,3,Other,Male,No,No,2,Sales Representative,Divorced,1,366667,22,2,Very High,18,1,High,4,0,0,0,No,Service
114894,59,6.13,3,Human Resources,Female,No,Yes,4,Laboratory Technician,Married,6,575000,21,4,High,30,1,High,13,7.3,0.54,4,Yes,Service
114895,57,9.47,3,Technical Degree,Male,Yes,Yes,2,Human Resources,Single,5,358333,11,1,High,23,2,Low,0,5.5,0.38,2,Yes,Product
114896,59,6.66,3,Life Sciences,Male,Yes,Yes,1,Laboratory Technician,Married,,166667,12,2,Medium,6,2,Medium,5,,0.39,1,No,Product
114897,55,7.2,2,Medical,Female,No,Yes,2,Human Resources,Divorced,4,6916670,19,2,Medium,34,1,Medium,5,6.5,0.45,1,No,Service
114898,27,10.65,1,Marketing,Male,Yes,Yes,2,Laboratory Technician,Married,5,91667,19,2,Very High,6,4,Medium,4,,,2,No,Service
114899,46,2.05,5,Marketing,Male,Yes,Yes,4,Manager,Married,7,141667,12,3,Low,5,3,High,4,6.8,0.57,3,No,Product
114900,46,7.25,2,Medical,Male,No,Yes,3,Sales Representative,Divorced,5,233333,20,1,Very High,16,2,Medium,11,,0.57,3,No,Product
114901,40,7.49,3,Human Resources,Female,No,,4,Sales Executive,Married,1,208333,18,3,Very High,,1,Low,0,3.6,0.23,1,Yes,Service
114902,49,7.51,1,Technical Degree,Male,Yes,Yes,1,Laboratory Technician,Divorced,4,116667,13,1,Very High,4,3,Low,3,4,0.24,2,No,Service
114903,19,7.42,5,Other,Female,No,Yes,1,Manufacturing Director,Single,7,25000,14,2,Low,1,4,Low,0,8.4,0.64,3,Yes,Product
114904,22,7.8,1,Human Resources,Male,Yes,No,1,Manager,Divorced,3,16667,22,3,Very High,1,2,Medium,0,5.4,0.49,1,No,Service
114905,26,8.11,1,Other,Male,Yes,No,2,Sales Executive,Single,2,66667,18,4,Medium,3,1,Low,1,,0.1,1,No,Service
114906,20,8.4,1,Life Sciences,Male,Yes,Yes,1,Sales Executive,Divorced,2,25000,24,2,High,1,4,Low,1,4.1,0.33,1,No,Service
114907,26,9.38,1,Medical,Female,No,No,2,Laboratory Technician,Divorced,5,100000,23,2,Very High,4,4,High,0,,0.36,2,No,Product
114908,37,8.01,3,Life Sciences,Female,Yes,No,2,Research Director,Divorced,,208333,13,4,Low,12,2,High,4,5.9,0.38,2,No,Service
114909,54,7.31,1,Marketing,Female,Yes,No,1,,Married,5,258333,13,2,High,17,3,Medium,0,6,0.42,3,No,Service
114910,,7.23,3,Medical,Male,Yes,No,3,Sales Representative,Married,4,291667,22,3,Very High,23,1,Low,8,5.3,0.48,2,No,Service
114911,19,8.62,4,Marketing,Male,Yes,Yes,2,Human Resources,Divorced,4,33333,24,4,High,0,1,Medium,0,4.6,0.34,2,Yes,Product
114912,37,18.04,1,Human Resources,Female,Yes,Yes,2,Sales Executive,Married,5,66667,18,2,High,4,1,High,1,5.2,,3,Yes,Service
114913,,6.62,5,Technical Degree,Male,No,No,4,Human Resources,Married,,358333,19,3,Very High,21,1,Low,9,9,0.89,5,No,Product
114914,59,7.42,3,Other,Female,Yes,No,2,Sales Executive,Divorced,4,225000,19,3,Very High,13,3,High,2,5.9,0.41,2,No,Service
114915,40,18.04,5,Technical Degree,Female,Yes,Yes,2,Manufacturing Director,Divorced,3,58333,22,4,Medium,4,4,Low,3,6.1,0.5,2,No,Product
114916,37,7.39,3,Marketing,Female,No,No,4,Sales Representative,Divorced,4,16667,22,1,Medium,1,4,Low,1,5.6,0.34,1,No,Service
114917,56,7.4,5,Medical,Male,No,Yes,1,Manufacturing Director,Married,5,191667,7,4,High,13,1,Low,5,8.3,0.64,2,No,Service
114918,47,8.01,3,Human Resources,Male,No,No,4,Sales Executive,Married,10,41667,20,4,Very High,3,3,Low,2,7.6,0.76,5,Yes,Service
114919,,7.3,5,Technical Degree,Female,No,No,4,Manufacturing Director,Divorced,4,75000,19,2,High,6,2,Low,0,5.1,0.31,3,No,Service
114920,22,18,3,Life Sciences,Female,Yes,No,3,Human Resources,Divorced,3,1039,9,4,Very High,0,1,Medium,0,6.7,0.44,1,No,Product
114921,40,7.61,1,Marketing,Male,Yes,Yes,4,Sales Representative,Divorced,3,16667,23,1,Low,1,3,Medium,0,5.7,0.36,1,Yes,Service
114922,40,6,3,Technical Degree,Male,Yes,No,4,Sales Executive,Married,2,208333,19,4,Very Low,12,1,Low,8,3.9,0.17,2,Yes,Product
114923,52,6.97,5,Technical Degree,Female,No,No,1,Laboratory Technician,Married,6,275000,12,3,Low,18,4,Medium,14,5.7,0.46,3,No,Service
