,EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
14789,114790,35.0,6.11,2,Medical,Female,No,Yes,4,Manufacturing Director,Divorced,10.0,100000,9,2,High,4.0,1,High,3.0,10.0,1.0,5,Yes,Service
14790,114791,20.0,7.61,3,Technical Degree,Male,No,Yes,3,Research Director,Divorced,2.0,58333,11,1,Very High,2.0,3,Low,2.0,4.8,0.41,1,No,Service
14791,114792,34.0,8.72,1,Medical,Male,Yes,No,3,Manager,Married,6.0,133333,18,4,Very Low,5.0,1,High,1.0,5.8,0.5,4,No,Product
14794,114795,30.0,6.59,1,Marketing,Female,Yes,No,3,Healthcare Representative,Divorced,5.0,50000,21,4,Low,4.0,4,Medium,0.0,7.1,0.49,3,Yes,Service
14796,114797,23.0,2.0,1,Technical Degree,Male,Yes,Yes,3,Research Scientist,Divorced,5.0,25000,25,3,Medium,0.0,1,Medium,0.0,5.3,0.48,3,No,Service
14797,114798,55.0,9.08,2,Human Resources,Female,No,Yes,4,Sales Representative,Single,4.0,1102,22,2,Low,0.0,3,Low,0.0,6.2,0.55,2,No,Service
14798,114799,22.0,6.45,1,Technical Degree,Female,Yes,Yes,4,Research Director,Divorced,8.0,1043,12,4,Very High,0.0,3,Medium,0.0,9.7,0.83,4,No,Service
14799,114800,52.0,10.4,1,Medical,Female,Yes,Yes,4,Manufacturing Director,Single,3.0,316667,24,1,Medium,21.0,3,High,6.0,4.2,0.24,2,No,Product
14800,114801,36.0,6.71,4,Medical,Female,Yes,Yes,1,Research Director,Divorced,2.0,175000,16,2,High,8.0,2,Low,7.0,2.9,0.14,2,No,Product
14801,114802,57.0,6.24,5,Other,Male,No,Yes,4,Human Resources,Married,9.0,300000,24,1,Very High,18.0,4,High,12.0,10.0,0.93,4,Yes,Product
14802,114803,49.0,8.8,5,Medical,Male,No,Yes,3,Human Resources,Divorced,6.0,208333,20,1,High,13.0,1,Medium,5.0,5.6,0.52,3,No,Service
14803,114804,58.0,6.41,4,Human Resources,Female,No,Yes,1,Human Resources,Divorced,7.0,575000,14,4,Very Low,29.0,1,Medium,18.0,7.4,0.75,3,No,Product
14805,114806,36.0,8.88,3,Human Resources,Male,Yes,Yes,1,Healthcare Representative,Divorced,1.0,66667,13,3,High,5.0,3,High,5.0,3.3,0.2,0,Yes,Service
14806,114807,48.0,9.99,1,Technical Degree,Female,Yes,No,2,Manager,Divorced,6.0,408333,15,1,Very High,23.0,2,High,2.0,6.5,0.41,3,Yes,Service
14807,114808,26.0,8.59,3,Life Sciences,Male,Yes,Yes,1,Manager,Divorced,2.0,100000,8,3,Low,4.0,1,Medium,1.0,4.5,0.26,1,Yes,Product
14810,114811,29.0,9.13,3,Medical,Male,No,No,3,Sales Executive,Married,7.0,83333,20,2,Very High,6.0,3,Medium,4.0,7.8,0.77,3,No,Service
14811,114812,56.0,6.52,2,Marketing,Female,Yes,No,3,Research Director,Single,3.0,308333,9,2,Medium,17.0,4,High,8.0,3.6,0.16,2,Yes,Service
14812,114813,45.0,8.59,3,Medical,Male,No,Yes,2,Healthcare Representative,Married,1.0,291667,24,1,Very Low,18.0,3,Low,9.0,0.0,0.0,0,No,Service
14813,114814,31.0,10.5,3,Medical,Male,Yes,Yes,2,Sales Executive,Single,4.0,116667,21,3,Low,7.0,1,High,2.0,6.3,0.5,3,No,Service
14814,114815,38.0,6.17,3,Other,Male,Yes,Yes,3,Research Scientist,Divorced,4.0,25000,11,3,Low,0.0,3,Low,0.0,4.4,0.34,3,No,Product
14815,114816,40.0,6.71,3,Technical Degree,Male,Yes,No,1,Sales Executive,Divorced,1.0,291667,7,2,Very Low,14.0,3,Low,12.0,1.6,0.04,0,No,Service
14816,114817,43.0,9.01,5,Marketing,Male,Yes,Yes,3,Healthcare Representative,Divorced,4.0,16667,21,1,Very Low,1.0,2,Low,0.0,4.5,0.36,2,No,Service
14818,114819,28.0,7.12,4,Medical,Male,No,Yes,3,Research Director,Divorced,6.0,166667,14,1,Very Low,6.0,2,Low,0.0,6.2,0.56,2,No,Service
14819,114820,27.0,7.71,3,Human Resources,Female,Yes,No,3,Manufacturing Director,Divorced,5.0,33333,19,3,High,0.0,2,Medium,0.0,5.6,0.47,3,No,Product
14821,114822,48.0,6.41,3,Human Resources,Male,No,Yes,1,Sales Executive,Divorced,7.0,75000,21,3,Very Low,3.0,1,Low,0.0,7.0,0.68,3,Yes,Product
14822,114823,34.0,9.01,1,Life Sciences,Male,Yes,Yes,4,Research Director,Married,2.0,83333,19,3,Low,5.0,4,Low,2.0,5.6,0.42,1,No,Service
14823,114824,34.0,6.19,5,Marketing,Female,No,Yes,1,Research Director,Married,2.0,33333,14,4,Very Low,2.0,2,Medium,2.0,2.5,0.19,0,No,Service
14825,114826,39.0,7.52,2,Life Sciences,Male,No,Yes,3,Human Resources,Divorced,6.0,200000,12,1,Medium,7.0,4,High,3.0,6.6,0.64,3,No,Service
14827,114828,24.0,6.29,5,Life Sciences,Male,Yes,No,1,Research Scientist,Married,4.0,83333,21,3,Medium,3.0,2,Low,3.0,7.3,0.69,2,No,Service
14828,114829,36.0,10.43,1,Human Resources,Female,No,Yes,2,Sales Executive,Married,2.0,116667,14,4,Very Low,4.0,2,High,1.0,4.2,0.2,2,No,Service
14829,114830,32.0,9.6,4,Other,Male,No,No,3,Manager,Single,6.0,258333,15,1,Very High,9.0,3,Low,7.0,5.8,0.53,2,No,Service
14830,114831,53.0,7.17,1,Medical,Female,Yes,Yes,2,Research Director,Single,3.0,108333,10,3,High,8.0,1,High,6.0,6.7,0.47,1,No,Service
14832,114833,38.0,7.89,2,Technical Degree,Female,No,Yes,2,Manufacturing Director,Single,7.0,241667,15,3,High,10.0,2,Medium,0.0,9.2,0.8,3,No,Product
14837,114838,55.0,7.08,1,Life Sciences,Female,Yes,Yes,2,Laboratory Technician,Single,6.0,341667,10,2,Very Low,20.0,3,High,10.0,7.2,0.53,3,No,Service
14838,114839,58.0,10.27,2,Human Resources,Male,Yes,Yes,3,Sales Representative,Divorced,7.0,200000,16,4,Very High,10.0,4,Medium,6.0,7.1,0.67,3,No,Product
14840,114841,27.0,9.61,1,Marketing,Male,No,Yes,1,Laboratory Technician,Divorced,4.0,133333,11,2,High,5.0,1,High,4.0,6.0,0.43,2,Yes,Product
14843,114844,32.0,6.82,5,Human Resources,Male,No,No,3,Laboratory Technician,Single,5.0,100000,23,2,Medium,5.0,1,Low,3.0,7.7,0.57,2,No,Service
14845,114846,27.0,6.37,5,Medical,Female,No,Yes,1,Human Resources,Divorced,4.0,50000,16,2,Very Low,4.0,4,High,3.0,5.2,0.4,1,No,Service
14846,114847,20.0,10.62,3,Marketing,Female,Yes,No,3,Laboratory Technician,Divorced,5.0,41667,16,1,Very Low,2.0,2,Medium,1.0,5.7,0.46,3,Yes,Product
14847,114848,19.0,7.25,4,Human Resources,Female,No,Yes,1,Research Director,Divorced,8.0,33333,14,1,Very High,0.0,4,High,0.0,6.6,0.54,4,No,Service
14848,114849,38.0,7.42,4,Technical Degree,Female,No,No,1,Sales Executive,Single,3.0,191667,12,2,Very Low,7.0,2,Medium,0.0,5.5,0.38,1,No,Service
14849,114850,58.0,8.19,5,Human Resources,Male,Yes,No,1,Research Scientist,Married,9.0,108333,9,1,Very High,5.0,3,High,3.0,8.2,0.81,5,No,Service
14850,114851,36.0,8.16,5,Other,Female,No,Yes,4,Laboratory Technician,Married,6.0,66667,25,4,Very Low,3.0,1,High,0.0,7.1,0.67,2,Yes,Product
14851,114852,56.0,5.98,2,Life Sciences,Female,Yes,No,4,Manager,Divorced,5.0,275000,13,2,Low,19.0,2,High,11.0,4.4,0.3,2,Yes,Service
14853,114854,58.0,9.95,3,Life Sciences,Male,Yes,No,1,Human Resources,Divorced,3.0,333333,19,3,High,26.0,1,Low,17.0,5.5,0.34,1,Yes,Service
14854,114855,23.0,6.41,2,Medical,Male,No,No,3,Research Director,Single,6.0,33333,21,3,High,0.0,4,Medium,0.0,5.9,0.55,3,Yes,Product
14855,114856,18.0,7.17,1,Marketing,Male,No,Yes,4,Human Resources,Married,4.0,25000,19,1,Very High,0.0,4,Low,0.0,5.8,0.54,1,No,Product
14858,114859,18.0,6.88,5,Medical,Female,Yes,Yes,3,Research Director,Single,3.0,33333,23,4,Very High,0.0,2,Medium,0.0,4.6,0.27,2,No,Service
14860,114861,29.0,2.07,5,Other,Female,No,Yes,1,Healthcare Representative,Divorced,3.0,108333,9,1,Very Low,7.0,3,Low,1.0,5.4,0.36,2,No,Product
14862,114863,37.0,7.2,1,Medical,Female,Yes,Yes,4,Research Director,Divorced,2.0,200000,24,4,Very High,16.0,4,Medium,3.0,2.7,0.16,1,No,Service
14863,114864,57.0,6.19,5,Marketing,Female,No,No,4,Research Director,Married,6.0,325000,24,1,Medium,26.0,1,Low,9.0,5.4,0.43,3,No,Service
14864,114865,38.0,6.02,2,Medical,Female,No,No,1,Healthcare Representative,Single,8.0,50000,16,1,Very High,2.0,3,High,2.0,7.6,0.71,3,No,Service
14865,114866,27.0,6.03,4,Medical,Female,Yes,No,2,Research Director,Married,1.0,25000,17,4,Medium,1.0,1,Medium,0.0,2.7,0.16,0,No,Service
14866,114867,44.0,6.81,2,Other,Female,Yes,Yes,3,Healthcare Representative,Single,1.0,91667,24,4,Low,7.0,4,Low,5.0,0.4,0.05,0,No,Service
14868,114869,54.0,7.62,2,Life Sciences,Female,Yes,No,3,Healthcare Representative,Single,4.0,391667,11,3,High,30.0,4,Low,9.0,6.2,0.49,3,No,Service
14869,114870,29.0,10.29,4,Human Resources,Male,Yes,Yes,4,Sales Representative,Married,7.0,25000,15,3,Very Low,0.0,3,Medium,0.0,7.8,0.78,3,Yes,Product
14870,114871,31.0,7.62,3,Other,Male,No,No,4,Healthcare Representative,Divorced,2.0,125000,21,2,High,10.0,3,Medium,1.0,0.1,0.03,1,No,Product
14872,114873,45.0,10.9,1,Medical,Male,No,Yes,2,Human Resources,Married,7.0,225000,24,4,Very Low,14.0,3,High,3.0,6.7,0.6,4,Yes,Product
14874,114875,28.0,10.09,4,Marketing,Male,No,No,2,Laboratory Technician,Single,5.0,75000,21,2,Very Low,3.0,4,High,2.0,7.7,0.58,2,No,Product
14878,114879,57.0,7.72,4,Human Resources,Male,Yes,Yes,2,Manager,Single,1.0,383333,22,4,Very Low,22.0,3,Medium,17.0,0.8,0.05,0,Yes,Service
14879,114880,57.0,8.91,5,Human Resources,Female,Yes,Yes,2,Human Resources,Married,8.0,241667,18,2,Medium,15.0,4,Medium,12.0,8.0,0.67,4,No,Service
14880,114881,27.0,18.03,2,Life Sciences,Female,No,No,1,Research Scientist,Single,5.0,58333,19,3,Low,3.0,3,Low,0.0,5.7,0.48,2,No,Service
14881,114882,30.0,6.46,4,Other,Female,Yes,Yes,1,Research Director,Divorced,2.0,83333,9,4,Very High,3.0,3,Medium,1.0,3.8,0.24,1,No,Product
14882,114883,47.0,9.59,1,Human Resources,Female,Yes,No,3,Research Scientist,Divorced,4.0,375000,23,4,Very High,25.0,1,Low,10.0,6.4,0.4,2,Yes,Product
14884,114885,36.0,10.41,3,Other,Male,Yes,Yes,4,Sales Executive,Single,4.0,200000,22,2,High,9.0,3,Low,9.0,6.1,0.47,2,No,Product
14885,114886,55.0,7.09,2,Medical,Male,Yes,Yes,2,Manufacturing Director,Married,6.0,100000,10,4,Very High,4.0,4,Medium,4.0,6.6,0.48,3,Yes,Service
14888,114889,40.0,8.8,5,Human Resources,Female,No,Yes,2,Human Resources,Single,3.0,50000,17,4,Low,3.0,4,Low,0.0,4.7,0.28,1,Yes,Product
14889,114890,55.0,6.11,1,Technical Degree,Female,Yes,No,1,Manufacturing Director,Divorced,4.0,541667,16,2,Low,31.0,4,High,12.0,6.2,0.46,1,Yes,Product
14890,114891,33.0,6.99,5,Marketing,Male,Yes,No,1,Research Director,Married,7.0,208333,17,1,High,9.0,2,Low,1.0,7.3,0.71,4,No,Service
14892,114893,39.0,6.21,3,Other,Male,No,No,2,Sales Representative,Divorced,1.0,366667,22,2,Very High,18.0,1,High,4.0,0.0,0.0,0,No,Service
14893,114894,59.0,6.13,3,Human Resources,Female,No,Yes,4,Laboratory Technician,Married,6.0,575000,21,4,High,30.0,1,High,13.0,7.3,0.54,4,Yes,Service
14894,114895,57.0,9.47,3,Technical Degree,Male,Yes,Yes,2,Human Resources,Single,5.0,358333,11,1,High,23.0,2,Low,0.0,5.5,0.38,2,Yes,Product
14896,114897,55.0,7.2,2,Medical,Female,No,Yes,2,Human Resources,Divorced,4.0,6916670,19,2,Medium,34.0,1,Medium,5.0,6.5,0.45,1,No,Service
14898,114899,46.0,2.05,5,Marketing,Male,Yes,Yes,4,Manager,Married,7.0,141667,12,3,Low,5.0,3,High,4.0,6.8,0.57,3,No,Product
14901,114902,49.0,7.51,1,Technical Degree,Male,Yes,Yes,1,Laboratory Technician,Divorced,4.0,116667,13,1,Very High,4.0,3,Low,3.0,4.0,0.24,2,No,Service
14902,114903,19.0,7.42,5,Other,Female,No,Yes,1,Manufacturing Director,Single,7.0,25000,14,2,Low,1.0,4,Low,0.0,8.4,0.64,3,Yes,Product
14903,114904,22.0,7.8,1,Human Resources,Male,Yes,No,1,Manager,Divorced,3.0,16667,22,3,Very High,1.0,2,Medium,0.0,5.4,0.49,1,No,Service
14905,114906,20.0,8.4,1,Life Sciences,Male,Yes,Yes,1,Sales Executive,Divorced,2.0,25000,24,2,High,1.0,4,Low,1.0,4.1,0.33,1,No,Service
14910,114911,19.0,8.62,4,Marketing,Male,Yes,Yes,2,Human Resources,Divorced,4.0,33333,24,4,High,0.0,1,Medium,0.0,4.6,0.34,2,Yes,Product
14913,114914,59.0,7.42,3,Other,Female,Yes,No,2,Sales Executive,Divorced,4.0,225000,19,3,Very High,13.0,3,High,2.0,5.9,0.41,2,No,Service
14914,114915,40.0,18.04,5,Technical Degree,Female,Yes,Yes,2,Manufacturing Director,Divorced,3.0,58333,22,4,Medium,4.0,4,Low,3.0,6.1,0.5,2,No,Product
14915,114916,37.0,7.39,3,Marketing,Female,No,No,4,Sales Representative,Divorced,4.0,16667,22,1,Medium,1.0,4,Low,1.0,5.6,0.34,1,No,Service
14916,114917,56.0,7.4,5,Medical,Male,No,Yes,1,Manufacturing Director,Married,5.0,191667,7,4,High,13.0,1,Low,5.0,8.3,0.64,2,No,Service
14917,114918,47.0,8.01,3,Human Resources,Male,No,No,4,Sales Executive,Married,10.0,41667,20,4,Very High,3.0,3,Low,2.0,7.6,0.76,5,Yes,Service
14919,114920,22.0,18.0,3,Life Sciences,Female,Yes,No,3,Human Resources,Divorced,3.0,1039,9,4,Very High,0.0,1,Medium,0.0,6.7,0.44,1,No,Product
14920,114921,40.0,7.61,1,Marketing,Male,Yes,Yes,4,Sales Representative,Divorced,3.0,16667,23,1,Low,1.0,3,Medium,0.0,5.7,0.36,1,Yes,Service
14921,114922,40.0,6.0,3,Technical Degree,Male,Yes,No,4,Sales Executive,Married,2.0,208333,19,4,Very Low,12.0,1,Low,8.0,3.9,0.17,2,Yes,Product
14922,114923,52.0,6.97,5,Technical Degree,Female,No,No,1,Laboratory Technician,Married,6.0,275000,12,3,Low,18.0,4,Medium,14.0,5.7,0.46,3,No,Service
14924,114925,26.0,9.47,5,Technical Degree,Male,Yes,No,2,Manufacturing Director,Divorced,4.0,16667,16,4,Low,0.0,4,Medium,0.0,4.2,0.33,2,No,Service
14925,114926,58.0,7.91,2,Life Sciences,Female,No,No,4,Research Scientist,Married,8.0,108333,14,2,Medium,5.0,1,Medium,2.0,8.9,0.8,4,Yes,Service
14927,114928,53.0,7.41,5,Life Sciences,Female,Yes,Yes,3,Human Resources,Married,3.0,483333,9,4,Very High,29.0,1,Medium,17.0,2.7,0.2,2,No,Service
14929,114930,24.0,6.88,4,Technical Degree,Female,No,Yes,4,Sales Representative,Single,5.0,41667,14,1,Very High,3.0,4,Medium,3.0,4.1,0.31,2,Yes,Service
14931,114932,29.0,6.09,5,Marketing,Female,No,No,3,Manufacturing Director,Divorced,4.0,16667,12,2,Low,1.0,4,Low,0.0,5.3,0.35,2,Yes,Service
14932,114933,19.0,7.19,3,Human Resources,Male,Yes,Yes,3,Research Scientist,Divorced,7.0,16667,20,1,High,1.0,4,Medium,0.0,7.1,0.54,4,No,Product
14933,114934,36.0,9.29,3,Life Sciences,Female,No,Yes,4,Manufacturing Director,Divorced,5.0,16667,18,4,Medium,0.0,4,Medium,0.0,7.1,0.54,2,No,Service
14934,114935,56.0,8.9,4,Marketing,Male,Yes,Yes,4,Human Resources,Divorced,4.0,150000,20,4,High,7.0,4,High,6.0,5.5,0.35,2,No,Product
14935,114936,35.0,6.08,4,Marketing,Female,Yes,No,2,Research Scientist,Divorced,4.0,175000,9,4,Very Low,14.0,2,High,8.0,6.1,0.43,2,No,Product
14937,114938,41.0,6.41,3,Other,Female,No,No,2,Sales Representative,Single,6.0,100000,10,2,Very High,7.0,2,Low,0.0,8.3,0.64,4,No,Service
14940,114941,48.0,8.11,1,Medical,Male,Yes,No,1,Research Scientist,Single,2.0,341667,15,2,Low,25.0,1,Low,13.0,4.7,0.37,1,Yes,Service
14941,114942,33.0,6.62,2,Other,Male,No,No,1,Healthcare Representative,Married,6.0,175000,12,1,High,11.0,1,Medium,11.0,4.7,0.41,3,Yes,Service
14942,114943,38.0,7.25,3,Marketing,Male,No,No,3,Research Director,Married,6.0,50000,21,4,Very High,2.0,4,Medium,2.0,7.9,0.61,3,No,Service
14943,114944,30.0,5.95,2,Marketing,Male,No,Yes,3,Healthcare Representative,Single,6.0,50000,8,4,Low,3.0,3,Low,0.0,8.2,0.7,2,No,Service
14944,114945,46.0,9.11,3,Other,Male,Yes,Yes,2,Research Director,Single,7.0,125000,22,2,Medium,6.0,4,Low,1.0,6.8,0.54,4,Yes,Service
14945,114946,58.0,8.75,2,Marketing,Female,Yes,No,2,Sales Executive,Single,4.0,316667,13,4,Very Low,19.0,4,High,1.0,5.5,0.45,1,No,Service
14946,114947,45.0,7.78,5,Other,Female,No,No,1,Sales Executive,Single,3.0,183333,20,4,Low,7.0,2,Low,2.0,2.1,0.14,2,Yes,Service
14948,114949,57.0,6.66,5,Other,Female,No,Yes,2,Manager,Married,4.0,141667,11,1,High,8.0,1,High,0.0,5.8,0.37,1,No,Product
14950,114951,45.0,6.71,1,Technical Degree,Male,No,No,3,Research Scientist,Single,5.0,275000,24,2,Very Low,17.0,4,High,16.0,6.7,0.52,3,No,Service
14951,114952,43.0,7.32,5,Medical,Male,Yes,No,1,Research Scientist,Married,5.0,366667,25,2,High,19.0,2,Medium,3.0,6.8,0.48,2,No,Product
14952,114953,49.0,6.0,5,Life Sciences,Male,No,No,2,Sales Representative,Single,1.0,450000,16,3,Very High,27.0,4,High,13.0,2.8,0.22,0,Yes,Service
14957,114958,50.0,18.09,4,Medical,Male,No,No,1,Research Scientist,Divorced,3.0,258333,24,4,Low,9.0,1,High,3.0,5.5,0.32,1,No,Service
14958,114959,33.0,6.81,4,Technical Degree,Female,Yes,No,2,Research Scientist,Single,4.0,83333,17,3,Very High,4.0,1,High,4.0,6.5,0.47,1,Yes,Service
14960,114961,46.0,7.72,2,Technical Degree,Male,Yes,Yes,3,Human Resources,Single,3.0,166667,21,1,Medium,11.0,4,Medium,9.0,6.1,0.41,2,No,Service
14961,114962,32.0,6.4,3,Medical,Female,No,No,3,Manufacturing Director,Single,4.0,158333,24,3,High,9.0,1,Medium,5.0,5.1,0.47,2,No,Service
14962,114963,35.0,7.88,2,Marketing,Female,No,Yes,1,Human Resources,Divorced,4.0,150000,11,4,Medium,8.0,4,Low,2.0,4.5,0.32,1,No,Product
14966,114967,33.0,9.42,1,Life Sciences,Male,No,No,2,Laboratory Technician,Divorced,8.0,66667,18,2,Very High,3.0,2,Medium,0.0,8.0,0.77,4,Yes,Service
14968,114969,21.0,6.71,3,Other,Male,No,No,4,Research Scientist,Divorced,8.0,25000,24,3,Very High,1.0,2,High,0.0,8.1,0.78,4,No,Service
14969,114970,20.0,6.16,1,Human Resources,Female,Yes,Yes,3,Human Resources,Single,5.0,50000,17,4,Low,2.0,1,High,1.0,7.1,0.54,2,No,Service
14971,114972,19.0,7.83,3,Medical,Male,Yes,No,2,Manager,Single,4.0,25000,25,3,Very High,1.0,4,Low,0.0,3.9,0.28,2,No,Service
14975,114976,35.0,7.06,1,Human Resources,Male,Yes,No,2,Sales Representative,Single,2.0,200000,21,3,Very Low,12.0,2,Low,3.0,4.7,0.31,1,No,Product
14976,114977,30.0,9.61,1,Technical Degree,Male,Yes,No,4,Healthcare Representative,Married,1.0,58333,22,4,High,4.0,2,Low,4.0,1.3,0.08,0,No,Service
14977,114978,25.0,2.02,4,Human Resources,Male,Yes,Yes,2,Sales Representative,Divorced,1.0,25000,21,1,Medium,2.0,2,Low,2.0,0.0,0.0,0,No,Product
14978,114979,42.0,6.73,1,Technical Degree,Male,Yes,No,1,Healthcare Representative,Single,4.0,16667,21,4,High,1.0,3,Medium,1.0,5.7,0.35,2,No,Product
14979,114980,30.0,8.28,5,Human Resources,Female,Yes,Yes,1,Research Director,Single,8.0,158333,21,4,High,6.0,1,Medium,1.0,9.7,0.84,4,Yes,Service
14982,114983,60.0,8.48,3,Life Sciences,Male,Yes,No,4,Laboratory Technician,Divorced,5.0,166667,24,2,Very High,13.0,3,Low,12.0,4.7,0.33,3,No,Service
14984,114985,46.0,8.63,3,Other,Male,No,Yes,3,Human Resources,Married,4.0,158333,14,4,Very High,12.0,1,Low,7.0,4.4,0.32,1,No,Service
14986,114987,27.0,8.0,4,Marketing,Male,No,No,4,Laboratory Technician,Married,5.0,66667,25,3,Very High,5.0,1,Low,1.0,5.8,0.52,2,No,Product
14987,114988,50.0,10.52,5,Other,Female,Yes,No,3,Human Resources,Married,5.0,441667,25,4,Very High,23.0,2,High,3.0,5.3,0.42,3,Yes,Product
14988,114989,38.0,7.91,5,Human Resources,Female,Yes,Yes,4,Healthcare Representative,Divorced,2.0,83333,23,1,Very Low,3.0,4,Medium,3.0,0.8,0.05,1,No,Service
14989,114990,23.0,7.11,5,Other,Male,No,No,1,Manager,Single,5.0,16667,22,2,Very High,0.0,3,High,0.0,6.4,0.61,3,No,Product
14991,114992,19.0,7.31,3,Technical Degree,Male,Yes,No,2,Healthcare Representative,Married,3.0,33333,10,1,Very Low,0.0,4,Medium,0.0,5.3,0.29,2,Yes,Product
14992,114993,19.0,9.22,4,Other,Female,Yes,Yes,3,Sales Representative,Single,8.0,25000,12,1,Very High,1.0,1,Medium,1.0,9.0,0.75,5,Yes,Service
14993,114994,57.0,10.28,1,Marketing,Male,No,No,3,Research Scientist,Single,6.0,33333,18,2,Medium,0.0,2,High,0.0,6.8,0.54,3,Yes,Service
14994,114995,59.0,7.59,3,Technical Degree,Female,Yes,No,1,Healthcare Representative,Married,5.0,308333,20,3,Very High,21.0,3,Low,4.0,8.2,0.68,2,No,Service
14995,114996,40.0,7.26,1,Medical,Female,No,No,1,Sales Executive,Single,5.0,191667,7,3,High,14.0,2,High,1.0,6.9,0.62,2,Yes,Service
14996,114997,59.0,6.82,3,Other,Female,Yes,No,4,Sales Executive,Married,3.0,316667,23,4,High,21.0,4,Low,17.0,5.8,0.5,2,Yes,Product
14998,114999,55.0,6.62,5,Technical Degree,Female,Yes,No,2,Manufacturing Director,Divorced,6.0,300000,19,4,High,18.0,2,Low,4.0,5.6,0.39,3,No,Product
14999,115000,55.0,7.69,5,Medical,Female,No,Yes,4,Manager,Married,3.0,158333,22,2,Very High,10.0,2,Low,7.0,4.7,0.25,2,No,Product
15000,115001,54.0,7.69,1,Other,Female,Yes,Yes,2,Manager,Divorced,5.0,533333,14,2,Very Low,30.0,3,Low,20.0,4.9,0.43,2,No,Product
15001,115002,27.0,7.79,1,Life Sciences,Male,No,Yes,1,Manager,Single,5.0,108333,24,2,High,4.0,2,Medium,1.0,7.4,0.62,2,No,Service
15003,115004,20.0,7.59,1,Life Sciences,Male,Yes,No,3,Sales Executive,Single,4.0,16667,12,1,Medium,1.0,4,Medium,1.0,6.4,0.49,2,No,Service
15004,115005,36.0,9.11,1,Other,Female,Yes,No,4,Research Scientist,Divorced,2.0,166667,20,3,Very High,8.0,3,Medium,8.0,3.1,0.13,0,No,Service
15006,115007,38.0,7.89,5,Technical Degree,Female,No,No,2,Sales Executive,Married,6.0,241667,11,1,High,12.0,2,Low,9.0,7.3,0.64,4,No,Service
15007,115008,19.0,6.87,3,Marketing,Female,Yes,Yes,1,Sales Executive,Married,2.0,25000,21,1,Low,1.0,1,Low,0.0,3.3,0.19,1,No,Service
15009,115010,58.0,10.81,1,Human Resources,Male,Yes,Yes,1,Manufacturing Director,Single,5.0,208333,12,1,Low,15.0,3,High,3.0,5.6,0.42,3,No,Product
15010,115011,34.0,9.38,3,Human Resources,Female,No,No,2,Sales Representative,Married,4.0,25000,11,3,Very Low,1.0,4,Medium,1.0,6.9,0.5,2,No,Service
15011,115012,53.0,9.4,2,Medical,Male,Yes,Yes,1,Manufacturing Director,Married,3.0,266667,11,1,Very High,10.0,2,High,4.0,2.6,0.19,2,No,Product
15013,115014,34.0,8.91,2,Medical,Female,Yes,Yes,1,Research Scientist,Divorced,3.0,183333,17,1,High,13.0,1,High,12.0,4.5,0.23,1,Yes,Product
15015,115016,32.0,7.11,2,Marketing,Female,Yes,No,4,Laboratory Technician,Divorced,5.0,16667,10,2,High,0.0,2,Medium,0.0,5.6,0.37,3,Yes,Service
15016,115017,37.0,7.52,1,Human Resources,Male,No,No,3,Healthcare Representative,Married,8.0,225000,10,1,Very High,16.0,3,High,7.0,8.1,0.6,4,Yes,Service
15017,115018,27.0,7.59,5,Human Resources,Female,Yes,Yes,2,Sales Executive,Divorced,3.0,16667,11,1,Very Low,1.0,1,High,0.0,6.8,0.5,2,No,Service
15018,115019,34.0,10.8,2,Human Resources,Male,Yes,No,3,Laboratory Technician,Divorced,3.0,91667,14,1,Very High,5.0,1,Low,2.0,5.6,0.41,2,No,Product
15019,115020,44.0,7.11,4,Marketing,Male,No,No,3,Laboratory Technician,Divorced,4.0,433333,21,4,Very High,22.0,1,Medium,17.0,5.2,0.36,2,Yes,Service
15020,115021,41.0,7.42,5,Marketing,Male,No,No,2,Research Scientist,Married,6.0,75000,25,4,Very Low,4.0,3,High,0.0,7.6,0.62,3,No,Service
15021,115022,24.0,8.48,5,Other,Male,No,No,1,Research Scientist,Divorced,7.0,16667,16,4,Very High,1.0,1,Medium,0.0,6.4,0.57,3,No,Service
15022,115023,55.0,6.73,4,Human Resources,Female,No,No,4,Sales Representative,Single,9.0,583333,8,4,Low,34.0,4,Low,5.0,7.5,0.71,4,No,Product
15025,115026,32.0,6.79,2,Life Sciences,Male,Yes,No,1,Human Resources,Divorced,2.0,233333,14,1,Very High,9.0,1,High,6.0,4.7,0.24,1,No,Service
15026,115027,43.0,6.73,4,Human Resources,Male,No,No,2,Sales Representative,Divorced,4.0,241667,8,4,Very High,16.0,1,Medium,15.0,5.5,0.5,2,No,Service
15028,115029,23.0,9.98,3,Marketing,Male,Yes,Yes,3,Sales Representative,Divorced,3.0,16667,18,2,Very High,0.0,4,Medium,0.0,3.4,0.23,2,No,Product
15029,115030,33.0,7.12,4,Marketing,Female,Yes,No,4,Human Resources,Married,3.0,216667,25,4,Very Low,11.0,1,Low,2.0,3.7,0.27,1,Yes,Service
